question,subjects
1. 프로젝트 한경험 2. 어떤거 담당했는지? 3. 야근은 어떻게 생각하는지?,{}
"회사에 대해 알게된 계기, 직무에 대한 설명, 대학원에 진학한 이유 등 채용방식 필기시험, 그룹면접 발표시기 7일 후 ""이메일로 서류지원하고 메일로 결과발표 후 1차 면접 참여"" 불합격 보통 도움이 돼요 0",{}
직무에 대해 전문적인 질문을 상세하게 물어봤습니다.,{}
실무진 면접이 어려웠음. 기술 관련 질문들 위주 임원 면접의 경우 인성위주의 질문. 어떤 프로젝트를 햇었는지 물어봄,{}
"효가 무엇인가? 가장 힘들었던 시기를 어떻게 극복하였는가 발표시기 30일 후 ""기술 면접보단.. 인성면접으로 진행했음.. 면접 일정 잡는 과정에서 아쉬움이 남음"" 합격 보통 도움이 돼요 0",{}
당연한 얘기지만 업계에 대한 기본적인 지식을 파악하고 있어야 대답이 가능한 질문들이 다수 있음.,{}
"왜지원햇는가 하고싶은 업무가무엇인지 그것을 위해 준비해온것이 무엇인지 채용방식 필기시험, 개인면접 발표시기 30일 후 ""많은압박이있어요 자꾸 준비해온거 하지말라고합니다................"" 합격 보통 도움이 돼요 0",{}
1. 본인이 남들과 다른 점 WHY ME? 2. 희망 지역 및 포부 3. 성격의 장단 점,{}
인성면접이 주를 이뤘습니다. 왜 회사를 퇴사하려고 하는지 부터 실무면접 답게 전공지식에 대한것도 질문,{}
"대표이사가 한 말 중 가장 인상깊었던 말은? 자기를 가장 어필 할 수 있는 것. 채용방식 그룹면접 ""2차면접에 관하여... 아침 8시 30분까지 도착하여 약 9시 30분경에 대표이사의 말씀이 있었습니다. 그 리고 각종 코나 아이 소개 영상을 보여주며 6명씩 차례대로 면접보러 들어갔습니 다. 어려운 점이 있다면 1차 면접과 달리 2차면접에서는 호응이 없다는 점입니다."" 대기중 보통 도움이 돼요 0",{}
"아니 그거말고, 학교생활 중 가장 힘들었던 이야기 해보라니까?",{}
1. 진행했던 프로젝트에 대한 설명 2. 팀원간 갈등 경험 3. 자사의 사업 중 아는 것이 있는지,{}
자기소개를 해주세요 왜 이 직무를 택하였나요? 왜 이 일을 하고 싶습니까?,{}
"1. 왜 지원했는지, 2. 어떤 활동을 했는지, 3. 기술적인 질문",{}
업무 관련 질문에 대해 과거 프로젝트 경험을 바탕으로 이야기함,{}
최근에 읽은 책 중 기억에 남는 책은? 학교 다닐때 가장 재밌게 한 것은? 프로젝트 관련 기술 질문,{}
경험한 프로젝트에 대해 구체적으로 설명해주세요. 자기소개 해주세요 마지막으로 할말 있다면 해주세요.,{}
SI가 먼가요? 해외에는 어떻게 가게 되었나요? 해외 출장 갈 수 있나요?,{}
"1대1을 면접이었고, 대부분 직무와 관련된 경험위주의 질문들이었습니다",{}
이전 회사에서의 근무 경험 앞으로 맞게 될 업무에서 잘할 수 있는것 등,{}
별로 인기없는 이 직무에 지원하신 이유는? 학점이 좋은데 그 원인은 무엇인가요? 이 언어에 대해 구체적으로 설명해주세요.,{}
너무 짧게 일한거 아니에요? 지금까지 회사 퇴사한 이유를 말해보세요 뭐잘하세요? (어떤 부분을 물어보시는걸까요?) 뭐 언어같은거 잘하는거 없어요? 금융에 대해 뭐 아세요? 지금 회사 퇴사하면 주식 다 팔거에요?,{}
1. 프로젝트 경험? -프로젝트 진행했던 단체는 어떤 곳인가? -힘든 점은 없었는지? -그리고 구체적이 내용에 대한 질문 2. 가장 보람찬 경험? / 가장 힘들었던 경험? 3. 새로운 언어를 배우는 것이 힘들지 않을까요?,{}
"질문이 야근을 많이하는데 할수 있냐, 주말 근무가 있을수도있다, 등등의 질문을 받음",{}
"리더형인지 팔로우형인지, 어려운 일을 맡을 때 어떻게 할 것인지",{}
플젝할때 가장 중요한건? 나만의 차별적인 장점? 플젝관련 기술질문?,{}
수 많은 지원자가 지원해주었는데 지원자님을 뽑아야하는 이유? 납기와 품질 중에 무엇이 중요한가요? 저희 회사를 어떻게 알게되었나요?,{}
프로젝트에 대한 질문과 인턴 활동 시 수행했던 업무에 대한 질문,{}
"마지막으로 하고 싶은말, 본인이 뽑혀야하는 이유 본인 강점",{}
이전 직장에서 어떤 업무를 했는지 만약 하고 싶은 업무를 맡지 못하게 된다면? 회사에 묻고 싶은 말은 없는지,{}
지난 프로젝트 경험 업무를 위해 노력한 경험 이직사유,{}
대학교때 프로젝트로 해봣던것 자기소개 지원동기 취업 후 근무지 관련 인성 및 자소서 위주의 질문,{}
학부 때 뭐했는지? 가장 기억에 남는 플젝 뭔지? 우리 부서 뭐하는 곳인지 아는지,{}
"퇴사사유, 업무 관련 질문, 교통 거리",{}
질문을 많이 받지 않았음. 평이한 질문들이었음. 기억아는 것들은 학부시절 배운 과목중 업무하는데에 가장 중요한 것은 무엇이라고 생각하나 IT를 모르는 사람에게 전공 내용을 알려줘본 경험이 있는가,{}
회사에 입사하고 나서 무엇을 하고 싶냐는 질문이 있었고 회사 최근 관심하는 분야 얘기했다,{}
"프로젝트 데드라인, 품질 어떤것이 더 중요한지? 잘하는 언어와 설명? 기술 자체보다는 직무 자체가 어울리는지를 평가했던것같습니다.",{}
어린이한테 설명한다 생각하고 본인의 기술분야를 설명해보세요,{}
lg와 맞는 이유? 일의 효율을 늘리기 위해 노력한 것 원하는 부서에 들어가지 못하는 경우,{}
1. 개발이 왜 하고 싶냐 2. 전공이 다른데 왜 지원했냐 3. 앞으로 역량을 어떻게 키울 것인가,{}
자기소개. 마지막으로하고싶은말. 코딩프로젝트경험관련질문 다수,{}
"이런거 할줄 아냐, 그 정도 능력으로 실무에서 잘 할 수 있겠냐",{}
어떤 프로잭트틀 해보았나요 그 프로젝크에 관해서 상세히 설명해주세요.,{}
지원동기 물어보고 그냥 편안하게 준비하면 될거같음 발표시기 30일 후 합격 보통 도움이 돼요 0,{}
딱히 기억에 남는 질문은 없었습니다. 대학에서 무슨공부를 했는지 정도?,{}
회사와서 어떻게 일하고 경력을 개발시킬 것인지에 대한 질문이 있었음,{}
OOO 프로젝트에서 본인의 역할은? OOO 동아리에서 무슨 활동을 하였나?,{}
1. 인프라에 대해 아는대로 설명해 보세요 2. 자신의 대표적인 강점은 무엇인가요 3. 마지막 하고싶은 말 있나요?,{}
수행했던 과제 관련 설명 작성한 논문 관련 설명 분야가 다른데 괜찮겠냐는 질문을 받았습니다.,{}
"오래돼서 기억도 안나네... ""다른 나라보다 한국의 경쟁력이 뒤쳐지게 만드는 원인이 한국 교육에 있다고 생각한다. 그렇다면, 한 국 교육의 문제점은 무엇인가?""",{}
해봤던 플젝 간단한 인성 질문,{}
학창시절 프로젝트 위주의 질문이었고 지방 근무가 가능한지 물었다,{}
"해외근무 경험은 ? , 현재까지 해본 프로젝트 , 일을 하면서 힘든점?",{}
입사해서 하고 싶은 일이 뭔지. 인턴동안 뭘 배웠는지. 학점이 낮은 이유가 뭔지,{}
1. 어려움을 겪었을 때가 언제였는지 2. 그 때 어떻게 대처했는지 3. 자신만의 장점,{}
본인이 강점을 발휘할 수 있는 분야 / 결혼 및 출산계획 질문 (8년전),{}
지방인데 잘 다닐 수 있는지 이 직무에서 가장 중요하게 생각하는점 평소 이 직무를 위해 어떤 준비를 했는지,{}
1. 개발자로써 나만의 장점을 말해보세요. 2. 10년 뒤 나의 모습,{}
자기소개를 하고 그동안 진행했던 프로젝트 관련해서 상세하게 말해주세요,{}
"만약 지방 근무 가도 괜찮은지, 사람들 하고 어떻게 친해지는지, 본인이 말한 프로젝트 더 저세하게 설 명",{}
인프라 직무가 무엇을 하는지 아는지? 하고싶은 업무가 무엇인지,{}
경제학 부전공했다고 하니 레버리지가 뭔지 물어봄. 아무래도 입채용이다보니 대체로 평이한 질문,{}
자소서에 적혀있는 것을 보고 질문을 함. 직무 관련 질문 후 간단한 인성 질문도 주고받음,{}
"cns 장점, 프로젝트 소개, 자신있는 언어",{}
입사동기가 무엇인가요? 입사이후 이루고 싶은 일은?,{}
업무질문은 너무 사람에 따라 다르구요 왜 여기 지원했냐 물어보셨습니다,{}
1. 학부생 프로젝트 진행 시 이슈가 있던 경험은? 2. 비전공자 출신으로서 잘 해낼 자신이 있는지? 3. 개발이 아닌 sm을 하게되더라도 괜찮은지?,{}
1. 1분 자기소개 2. 회사가 당신을 뽑아야만 하는 이유? 3. 본인 성격의 장단점,{}
"왜 지원 하게 되었느냐 이 중 누구를 뽑고 싶은가 자신의 경쟁력은 ""이력서 자소서 넣었음 1차 서류전형 합격 후 일주일 정도 후에 면접 보러 감 중간에 너무 너무 떨림"" 불합격 보통 도움이 돼요 0",{}
어떤프로젝트를 했는지 어려움은 없었는지 본인은 어떤 사람인지,{}
프로젝트 경험 중에 가장 기억에 남는 것은? 왜 우리회사에 지원랬는가,{}
자기소개 하기 대학교 프로젝트 중 기억이 남는 것은 무엇인가?,{}
"대학 프로젝트 중 제일 기억에 남는것 자기소개 취미가 무엇인가요 발표시기 30일 후 ""다대다 면접, 1분자기소개, 자기소개서 내용 면접 진행"" 합격 보통 도움이 돼요 0",{}
"팩토바가 무엇인지 아는가, 지방에 근무해도 괜찮은가, si랑 sm중에 무엇을 하고싶은가?",{}
"학부때 했던 프로젝트 위주. 역할, 인원, 사용 기술 등 준비한 것 말고 자기소개 자신의 성격이 어떻다 생각하는지",{}
"프로젝트 수행한적 있는지, 근무지는 어떤곳에 가기싫은지, 어떤 기술을 가지고 있는지",{}
"들어가서 자기계발 어떻게 할거냐, 비전공인데 어떻게 따라잡을거냐, 본인어필을 해봐라, 왜 it로 오려 하냐",{}
첫직장 이직기간이 짧은 이유 입사하면 지방에서 일할 수 있는데 괜찮은지 결혼은 하셨는지(저는 남자임),{}
어떤 강점을 가지고 업무를 할 수 있는지 답변해 주세요,{}
왜 지원했는지? 어떤 개발자가 되고 싶은지? 일 하다보면 힘든 순간이 있을텐데 잘 버틸 수 있을 것인지?,{}
"1차 면접시에는 팀장님 그리고 인사담당자께서 편한 분위기에서 진행하였습니다. 기술적인 질문 없이 인생관과 태도 등에 대한 질문 위주였습니다. 2차 면접시에는 팀장님과 준임원분 등 5분이 자리에 계셨고, 기술적인 질문들 위주였습니다. 해당 직무 로 근무하기위해 노력한것들은 어떤것들인지 질문이 있었습니다",{}
자기소개.. 할수있는일 퇴사사유 등 물어봤습니다,{}
지금까지 일하면서 가장 기억에 남는 경험은 무엇이였는지..,{}
우리회사에서 어떤 점을 기여할 수 있는지? 문제 발생 시 고객케어 경험 등.,{}
1. 많은 it 회사중 왜 자사에 지원했는지? 2. 이 직무에 지원한 이유? 3. 해당 프로젝트에서 나의 역할,{}
"진행했던 업무, 퇴근이후에 활동, 이업무를 하려는 이유",{}
대학 입학부터 면접 때까지의 활동,{}
SI/SM 차이가 무엇인가? 학점이 낮은 이유가 무엇인가? 근무예정지가 바뀌면 어떨 거 같은지>,{}
cns의 주요 산업은? 비전공자인데 3주의 교육 기간을 통해 극적인 역량 향상이 어려울 텐데 뽑아야하는 이유는? 본인의 장단점은?,{}
진솔한 자기소개부탁드립니다,{}
3가지 질문으로 꼽자면 1. 석사시절 연구했던 내용 발표해라 2. 파견나가서 일하는 것도 괜찮으냐 3. 들어와서 무엇을 하고 싶으냐,{}
"실무진 면접에서는 지원동기, 그동안 학교에서 한 일, 그리고 공장근무에 대한 생각",{}
1.로봇에 대한 학부시절 팀 프로젝트에 대해 꼬리 질문 2.icbma가 무엇이냐 3.공장은 스스로 방문한 것이냐,{}
1. 회사에서 이루고 싶은 것이 무엇인지 2. 현재까지 뭔가 이루어본 경험이 있는지 3. 회사가 뭐하는 곳인지 아는가,{}
대한항공 전사 프로젝트에 대해 아는지? 망 중립성에 대해 어떻게 생각하는지? 입사 후 포부?,{}
"귀사의업무,앞으로의계획,계약직을 통해 정규직을 할 의사가 있는지 여부",{}
1. 과가 적성에 맞는지? 2. 하고싶은 업무가 뭔지? 3. 출장 잦은데 괜찮은지?,{}
캐리어를 쌓아서 나중에 프리랜서로 이직 계획이 있는게 아닌지..,{}
왜 이직군으로 지원하게 되었고 뭘잘하는가? 평소에 공부를 하고있는가? 프로젝트에서 했던일들을 설명 내가왜 이직군에서 일하게되면 장점은 무엇잇가,{}
"면접은 서류에 기재된 내용 중심으로 질문 되었으며 IT 회사에 입사하고자 하는 이유, 그리고 SI 나 SM 이 무슨 뜻인지, 회사에서 수행하는 비즈니스가 어떤 것인 지 이해도를 묻는 정도로 진행 되었다.",{}
본인의 전공을 it회사 지원 직무에 어떻게 활요할 수 있을지 말해보세요.,{}
왜 지원했는지 비전공자인데 관련해서 경험은 있는지 삼성보다 나은점이 뭔지,{}
해당 직무가 무슨 일 하는지 직무 관련 질문 두개 정도 각자 자소서에서 흥미로운 부분 한두개정도 개인질문 물어보고 공통 질문으로 프로젝트랑 인성 질문 한두개 물어봄(입사 후에 맡은 일이 본인이 희망했던 일이 아니면 어떡할건지) 자소서에 인턴 썼더니 무슨 업무 했냐고 물어봄 엘지는 거의 인성면접이라고 들었는데 인성보다는 직무 비중이 훨씬 컸음. 타임마다 다른듯.,{}
그냥 내가 했던 프로젝트 물어보고 리더쉽 있는거 같냐 등 인성,{}
최근 들은 디자인 수업에서 새롭게 알게된 트렌드가 무엇인가?,{}
"1차면접은 주로 자소서와 인성관련 질문이 주를 이룹니다. 자소서에서 프로젝트한것과 인턴경험을 썻 는데 그부분에대해서 많이 물었습니다. 인성 관련 질문으로는 스트레스 받을때 어떻게 푸는지, 취미가 뭔지 같은 정말 흔한 질문들이었습니다.",{}
학교에서 수행한 IT프로젝트 위주로 질문하고 왜 우리회사를 택했냐라는 질문을 많이 하는편,{}
프로젝트 납기일과 품질 중 하나만 맞출 수 있다면 어느 것을 맞추겠는가? 그 이유도 같이 말해주세요.,{}
프로젝트 한거에서 db는 무엇을 썼나? 다른 대안이 있을까?,{}
이 기업에 왜 지원하게되었나요? 지원분야 외 업무 수행가능한가요?프로젝트경험은?,{}
본인이 살면거 겪었던 갈등을 어떻게 해결했는지 말해보세요,{}
이 회사에서 이루고 싶은 꿈이 무엇인가?,{}
준비된 내용 말고 본인의 솔직한 내용을 말하라고 했습니다,{}
주량이 어떻게 되는가? 면접을 본 후 어딜 갈 것인가?,{}
1. 1분자기소개 2. cns가 어떤 회사 3. 프로젝트를 했으면 설명해봐라 4. 개발을 하고 싶다고 했는데 SM을 할 수도 있다.,{}
cns가 다른 it기업에 비해 월등하다고 생각하는 이유,{}
자기소개 지원동기 본인의 개발능력은 어느정도라고 생각하십니까? 왜 개발로 가고싶으세요?,{}
신입면접이라 기술적 질문은 하지 않았다 주로 이 회사에서 이루고 싶은 것. 취업이 임하는 마인드 등을 본 것 같다,{}
"받고싶은 질문? 물어보고싶은것 왜 2,3지망에 1지망과 다른곳을 쓰셨는지 등등",{}
자기소개서 위주로 질문이 진행됩니다. 면접관 마다 다르긴하나 저는 주로 기술보다는 인성관련 질문이 많았습니다.,{}
"조별질문: 1.팀프로젝트에서 협업하기 위해 의사소통을 하는것 외에 어떤것을 하였나?, 2.c와 c++ 중 어떤언어를 잘 사용하고 둘의 차이 점을 설명하라 3. 우리회사가 뭘하는지 사업을 하나 예를 들어 설명해보라 개인질물: 1.학교에서 직무관련해서 꾸준히 노력한 경험 수업외에",{}
가장 기억에 남는 순간이 멉니까? 프로젝트하면서 어려웟던점이 무엇입니까 등등이엇습니다,{}
경력 위주로 기술적 경험에 대한 질문. 회사에 임하는 자세,{}
해당업무 수행 시 포지션 및 수행 내역에 대해 간략히 이야기 해주세요,{}
"딱 하나 기억에 남는 질문이 있다면 공통 질문이었는데, 요새 IT업계가 한편으론 각광받지만 한편으론 전망이 없다고 판단되는데 왜 그렇게 보는지 생각을 말해보라.",{}
1. 해당 직무를 희망하는 이유 2. 지원분야와 관련된 구체적인 지식이나 경험을 얘기해보세요,{}
IT회사 중 본 회사에 지원한 계기는 어떻게 되는지?,{}
대학시절 했던 프로젝트는? 드론을 회사의 어떤 방면에 이용할수 있겠는가.,{}
자소서에 기초한 질문을 주로 물어보았으며 최신 IT에 대해 어떻게 생각하냐는 질문이 있었음,{}
LG 사이언스파크 보고 느낀 소감 ? 고객이 부당한 대우했을 때 어떻게 대처할건지?,{}
미국에 있는 좋은 회사들을 두고 한국에 오려는 이유는?,{}
"이직 사유, 경력에 대한 구체적인 설명",{}
주로 프로젝트에 대한 질문보다는 어떤 목표를 가지고 있는지와 그에대한 꼬리질문을 했습니다.,{}
"자신의 단점을 말해보세요!, 프로젝트에 대해 간단히 설명해보세요!( 기간, 동료)",{}
대학 때 했었던 대외활동 관련하여 직무에서 어떻게 살릴지,{}
프로젝트에 대해 자세히 물어보았습니다.,{}
"그간 활동 중심 질문들, 면접시간은 길어서 답변 시간이 넉넉함, IT관련에 대한 질문이 많았음",{}
"자기소개를 해보세요 비전공자가 IT회사에 지원한 이유는 무었인가? 무엇을 잘할 수 있는가? 본인이 IT 일을 잘 할 수 있다고 생각한 이유는? IT에 관심을 가지게 된 계기는? 입사 후 포부는? 마지막으로 하고 싶은 말은? 채용방식 인/적성검사, 그룹면접, 개인면접 발표시기 10일 후 ""무난한 분위기의 면접이었고 1차는 실무자(보통 입사할 팀), 2차는 임원면접"" 합격 보통 도움이 돼요 0",{}
최근 가장 기억에 남는 프로젝트를 서술,{}
1차면접은 3:3면접이었고 개발자에 관한 얘기를 많이 물어보셨습니다. 2차면접은 앞으로의 미래에 대 해서 물어보셨습니다.,{}
"조별과제에 대해 물어봤습니다, 그리고 자격증에 대해도 물어봤습니다",{}
- 영어점수 질문 - 이직사유 질문 - 기술적인 내용 일부 질문,{}
가장 자신이 있는 분야에 대해 대답해 보세요 라는 질문을 받았습니다.,{}
지금까지 해온 프로젝트 경험에 대해서 설명해보시오 ㅡㅡㅡㅡ,{}
코딩 실력에대한 심층질문을 받았습니다. 어느정도 경험이있는지에대한 질문도 받음,{}
Si/Sm업체로서 근무지에 대한 질문 학부때 했던 프로젝트에 대한 질문 주로 회사서 오래 근무할 인원을 뽑는 다는 인상을 받음,{}
총경력이 몇년이고 무슨 프로젝트를 했나? 그중 정규직으로 일한 기간은? 이직 사유?,{}
거의다 인성관련으로 기술적인 질문은 아예 없었음,{}
조별로 들어가서 면접 보았고 돌아가면서 3-4개씩 질문 받았습니다. 딱히 어려운 질문은 많지 않았지만 관련된 프로젝트 진행해본적이 있는지 얘기에서 많이 걸렸습니다.,{}
회사에서 진행하고 있는 사업중에 관심있는분야 전공이 아닌데 왜 it로 지원했나? 마지막으로 하고 싶은 말은?,{}
본인이 생각하는 리더십이란 무엇입니까? 본인 생각을 말해주세요.,{}
"자기소개 중 질문 , 다양한 사회 활동 , 입사후 1년에 뭘하고 싶은지",{}
1차 면접 1. 자기소개 2. 입사 후 포부 3. 하고싶은말 2차 면접 1. 전공관련하여 업무에 적용할 수 있는 부분이 무엇인지 설명해보시오.,{}
"인성에 관한 질문, 비전공자가 많아서인지 전공에 관한 질문은 별로 없었음",{}
자기소개 해보세요 기억나는 프로젝트와 자신이 한 파트 질문 자신이 어떤 사람인지,{}
그간 경력과 바로 프로젝트 지원가능한지 지방 프로젝트 지원 여부등을 질문하였음,{}
회사에 대해서 프로젝트 경험은 어떤 것이 있는지,{}
자기가 야구선수라면 수비에서 어떤 포지션일것인가,{}
"대체적으로 편안한 분위기를 유도해주시며, 대학에서 수강한 과목에대해서, 진행한 프로젝트에 대해서 질문",{}
무언가에 몰두해서 해본경험이 있는가? 그리고 하면서 느낌점과 배운점,{}
인상깊은 책. 하고싶은 말 해보세요. 전공 연구과제 설명해보세요,{}
회사를 옮기는 이유와 이 회사에서도 전 직장과 비슷한 문제 발생시 어떻게 대처할건지 질문,{}
"기업 지원동기, 프로젝트 해본거, 개발 언어 질문",{}
목표가 무엇인지 ? 잘하는게 무엇인지? 이전 이력에 대해서 이야기 해봐라,{}
"기본적인 지원이유, 하고싶은 분야등을 질문",{}
가장 기억에 남는 프로젝트를 설명하시오.,{}
"1, 간단한 자기소개 2. 자기소개서에 나와있는 자신의 성격에 대한 질문 3. 지원동기 4. 석사 때 수행했던 프로젝트 관련 이야기 등등.",{}
"프로젝트를 이끌어갈 때 기술력이 풍부하지만 협업능력이 조금 부족한 사람이 좋은지, 기술력은 조금 부족하지만 협업능력이 우수한 사람이 좋은지?",{}
"1분 자기소개, 석사때 한 프로젝트 등",{}
석사과정중 했건거를 물어봄,{}
지방근무 가능한지 지원동기가 뭔지 등에 대해서 물어봄 1차에서는 어려운 질문은 안함,{}
1. 지방 근무 가능 여부 2.내가 아침부터 했던 일에대해서 영어로 대답하기,{}
"실무면접은 기술에 관한것, 활동이력에 관한것, 미래 발전에관한것 등 임원진 면접은 자기소개, 기타 회사에 관한것",{}
자기소개1분 자소서 작성 내용 토대로 학교 생활 및 경력 질문 학점에 관련된 질문,{}
이 화사의 매출과 인원은 몇명인가 회사란 당신에게 무었인가 자신이 이 회사에 어울리는 이유는,{}
인턴때 개발한 내용 설명 입사하면 어떤 업무를 하고 싶은지 하고싶은 말은? .........,{}
"우리회사를 지원한 이유가 무엇인지 설명하시오. 장단점 설명 발표시기 30일 후 ""압박이 조금 있었지만 분위기는 그런대로 괜찮은 분위기. 그러나 결과와는 이어지 지 않다는 느낌이 있음"" 합격 보통 도움이 돼요 0",{}
"하루종일 진행된 면접으로 조별면접, 1:1면접 등이 진행되었습니다",{}
여성인데 밤샘업무 할수 잇나 비전공자인데 전공자를 따라잡을수 있냐,{}
"제일 기억에 남는 학창시절 경험은? 회사에서 이루고 싶은 포부는? 어떻게 회사를 알게되었나 채용방식 인/적성검사, 개인면접 발표시기 30일 후 ""몇년전 면접전현 1차 일대다 실무 면접 2차 다대다 임원면접 실무면접은 좀 압박형식으로 타이트하게 진행되고 임원면접은 개인적인 질문들 오 고감"" 합격 보통 도움이 돼요 0",{}
단점에 대해 말해보라고 한다음에 그 단점을 장점으로써 제일 잘하는 사람과 왜 그 사람이 잘 한다고 생 각하는지 영어로 말해보라고 했음,{}
"10년후 나는 뭘 하고 있을 것인가? 또는, 목표가 무엇인가?",{}
"본인이 생각하는 리더십이란? 회사 진핸 사업 아는만큼 이야기해보아라 채용방식 그룹면접 발표시기 15일 후 ""상당히 젠틀했음. 회사 사업에 대하여 잘 이해하고 있는지를 물었음."" 합격 보통 도움이 돼요 0",{}
1. 전공과 직무 경험 2. 지금까지 했던 일에 대해서 어려웠던 점 3. 주량,{}
학창시절 프로젝트 중 기억나는 프로젝트는? (축구를 좋아한다고 했더니) 좋아하는 축구 선수와 이유는?,{}
대학교의 학부가 평범하지 않은 학과였기 때문에 뭐 배우는 곳이냐는 질문 회사 입사하여 뭘 가장 하고 싶은지에 대한 질문 등,{}
1분자기소개 자신의 생각한 고객이란 끈질기게 노력하여 성취한 경험 iot란 무엇이며 현황은? 마지막할말,{}
왜 학점이 낮은가?에 대해 물어봐서 당황했네요,{}
지방근무 가능한가? 전공이 남들과 다른데 차별점이 있다면?,{}
가장 어려웠던 질문은 딱히 없습니다. 그냥 시험어땠냐고 물어보고 어느 부서에서 일해보고 싶냐고 했 습니다.,{}
"IT기술 트렌드, 인성 면접 몇가지. 임원 면접때는 약간의 압박면접도 있었음",{}
"1분 자기소개, 조별과제와 관련된 질문, 프로젝트에 관한 질문 하셨습니다",{}
"실무자 면접은 별다른 특이점 없고 이 회사랑 안 맞을 것 같다는 말을 되풀이하며 어떻게 대응하는지를 들음. 임원 면접은 자기 소개, 강점, 전공 등 예상가능한 질문들만 함. 영어로 답하라는 질문 있었음.",{}
회사 다니면서 무엇을 해봤냐 주로 직무 부분에서 상세히 물음,{}
인턴십 근무 시 정말 열심히 해야합니다...팀장의 평가 결과가 2차 면접에 큰 영향을 줍니다.,{}
실무면접은 산업지식이 필요치 않고 업무에 임하는 자세에 대한 질문이 많았음,{}
1차면접에서는 영어면접과 지원한 분야에 대한 이해도를 질문하였습니다. 2차면접에서도 영어로자기소개 및 입사해서의 포부를 중점적으로 질문하였습니다.,{}
비전공인데 왜 IT를 하려고 하나? 입사 후 어떤 커리어를 쌓고 싶은지,{}
<실무면접> 여자 치고는 학점이 낮네요? 일본어는 어느 정도 하냐? 야근에 대해 어떻게 생각하나? <임원면접> 살면서 가장 큰 실패가 뭐였나?,{}
"간단한 자기소개, 직무에 대한 지원동기, 지방에서도 근부할 수 있는지 여부와 하고 싶은 질문있으면 하 라고 했습니다.",{}
1차면접은 실무면접이나 기술적으로 자세히 물어보지는 않았고 2차면접은 임원면접으로 통상적인 질 문이 주를 이뤘음,{}
"간단한 자기 소개와 장단점 소개, 그리고 지금 가장 이슈가 되고 있는 정치 문제가 뭔지를 묻고 그에 대 한 나의 생각을 물었음",{}
"인턴했던 회사에 대해서, 그리고 가지않은이유에 대해 자세히 물어보았다",{}
대학원에서는 어떤 계기로 가게 되었으며. 앞으로 어떤 일을 하고 깊은가?,{}
"학점이 왜이렇게 좋지 않은지. 하고싶은 직무가 무엇인지. 기본적인 자기소개 및 마지막 말 , SI회사가 무얼 하는 회사라고 생각하는지 등",{}
지금까지 프로젝트 경험 성격 장단점 왜 이직하게 되었는지,{}
주량이 어느 정도인지? 취미가 무엇인지?,{}
지원 분야 지원 동기 기술 질문 인프라에 대해 설명해보시오,{}
어떤걸 개발 해봤나？,{}
0. 간단한 자기 소개 1. 비전공자로서 코딩에 관심이 있었나? 2. 외국어 질문(간단한 질문 하시고 외국어로 대답하세요),{}
1차는 다대다 2차는 일대다였습니다 1차는 기술위주나 회사에 대한 생각등을 물었고 2차는 인성위주였던걸로 기억합니다,{}
1. 같이 근무한 xx(같은 부서에서 근무한 인턴 동기)보다 지원자가 나은점은? 2. 다른회사 가고싶은 마음 없나?,{}
"1차 면접에서는 자소서 관련 질문, 2차 면접에서는 자기소개, 그 당시 화재인 드라마 관련 내용, 역사 이 야기도 물어보셨어요",{}
Lg에서의 Smart가 추구하는 방향은? 자기가 얼라이답터인 이유는 대전에서 근무할 시 무엇을 하는 지?,{}
경험한 프로젝트는? 회사에 궁금한건 없나? 과에서 뭐했는디 설명해봐라스마,{}
1.씨앤에스를 어떻게 알게됐는지? 2.가장 힘들었던 경험은 무엇인지? 3.자신의 과에서 배운 가장 큰 부분은 무엇인지?,{}
가장 보람있었던 일 뿌듯한 일이 무엇이었는지,{}
"지원동기, 입사 후 하고 싶은 것, 회사에서 어디까지 올라가고 싶으며 그것을 위해 필요한 것은 무엇인 가? 등 인성 면접 100프로였고 자기소개서 및 이력서 위주로 물어보십니다.",{}
희망지역을 지원한 이유는 ? 면접관에게 묻고싶은 말은?,{}
자기소개 지원한 해당 직무의 업무가 무엇인지 프로젝트 경험 장점과 단점,{}
2분 자기소개 후 공통질문이 들어갑니다. 지원동기 자신이 지원한 분야에 있어서 사촌동생에게 설명을 한다면 어떻게 하겠는가? 마지막으로 하고 싶은 말,{}
"자소서위주 질문. 지방근무 가능한가? 기술적으로도 많은걸 얻지못할수도있는데, 괜찮나? 처음 몇달은 허드렛일만할수도 있다. 괜찮나? 어떤프로젝트했나? 그프로젝트에 대해 간단히 말해주세요",{}
"1. 자기소개 2. 회사지원동기, 직무지원동기 3. 조직에서 싫어하는 사람과 어떻게 지내겠냐 4. 품질과 기한에대해서 자신의 생각 5. 기업에서 최종목표는 무엇이냐",{}
1. 자기소개 2. 이 중에서 떨어져야 하는 사람은?,{}
전공이 IT가 아닌데 잘할수 있다고 생각하나? 특별히 준비한 점이 있다면?,{}
프로젝트 경험에 대해 서술 그리고 힘들었던점,{}
"자기소개, 회사의 미래 방향성, 자신이 수행했던 프로젝트, 전공관련 심화질문",{}
"입사지원동기 해당 부서에서 본인이 잘 할 수 있는 점 채용방식 인/적성검사, 개인면접 발표시기 30일 후 ""그 동안 수행해온 프로젝트 위주로 지원하는 분야에 대한 폭넓은 지식을 물어보탔 다"" 합격 보통 도움이 돼요 0",{}
